measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Washington,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1993,7725.171956437302,9111.100755631347,6462.345808802255
Incidence,Washington,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1993,7501.11070031677,9528.396827311886,5742.66958514646
Incidence,Iowa,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7058.29992482363,8350.274478279329,5910.078482611896
Incidence,Iowa,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7203.811685538982,8995.327352196724,5687.6875464803
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7379.3700883837855,8677.462345033626,6187.131321999542
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7659.352815292906,9491.26745687989,6034.95872838126
Incidence,Illinois,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7321.00149245016,8728.307658558464,6128.871835938384
Incidence,Illinois,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7592.081271408256,9495.261627088486,5983.913069822126
Incidence,Kansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7158.403082275734,8444.022298818545,5960.704723937085
Incidence,Kansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7334.27908186413,9142.765021212905,5794.130638901689
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7192.5654056020985,8533.562942773517,5982.854302404694
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7717.383462769252,9551.051901710242,6136.032447921386
Incidence,Ohio,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7292.100004591287,8638.127013014324,6103.702445891305
Incidence,Ohio,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7516.654598538454,9355.359384136449,5947.581823963261
Incidence,Minnesota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7369.18140484715,8804.046904111954,6133.022311168256
Incidence,Minnesota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7682.84676041726,9679.850709664368,6012.587280173426
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,6895.533027466927,8147.949824652591,5755.748177767399
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7056.235518165428,8782.782535155102,5584.4560905642065
Incidence,West Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1993,7110.139967187714,8393.08636551399,5971.65437127936
Incidence,West Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1993,7399.578686448201,9115.509966988311,5797.181261359023
Incidence,Arkansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7006.346134305738,8242.274750159953,5875.53506680422
Incidence,Arkansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1994,7298.2554379643825,9153.583955306316,5765.5533245952965
Incidence,Mississippi,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7031.473282011867,8261.179126399138,5928.316969514557
Incidence,Mississippi,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7336.2660925380105,9165.620708854165,5805.327164845953
Incidence,Idaho,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,6993.116364699135,8281.472154572337,5817.840050984981
Incidence,Idaho,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7292.6223181493015,9118.37228686683,5670.212894907674
Incidence,Alaska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7823.032056056823,9384.155583148446,6425.92618870836
Incidence,Alaska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8356.273676031156,10420.421387280683,6554.0446366447595
Incidence,Oklahoma,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7183.346091018369,8489.475271145147,5989.048551665143
Incidence,Oklahoma,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7350.50764867799,9012.888901113289,5802.633965790296
Incidence,Montana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7087.079655730367,8440.381841115837,5901.658700459971
Incidence,Montana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7396.264996488502,9288.070182275847,5735.189316431432
Incidence,Michigan,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7333.7324575587445,8738.603016630152,6125.130328623271
Incidence,Michigan,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7641.279316146142,9519.836521421194,5967.920175153686
Incidence,Arizona,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7201.364760578029,8615.455435641356,6029.435563672643
Incidence,Arizona,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7472.02508074982,9277.821974393022,5918.175891735261
Incidence,Missouri,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7225.311299438744,8600.296768422882,6016.174855141727
Incidence,Missouri,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8777.490520753292,10807.590327276052,7037.788257932049
Incidence,Florida,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,6905.76363976914,8217.7151054108,5722.052877807302
Incidence,Florida,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7330.521296892907,9116.089566691935,5725.373622548361
Incidence,North Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7102.037525052579,8460.011644815444,5952.752663651643
Incidence,North Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7207.472995115126,8932.551024572307,5688.883408771474
Incidence,Wyoming,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7260.668151844764,8673.820830920833,6000.289306047921
Incidence,Wyoming,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7628.0452143095545,9513.27993726749,5916.213840331452
Incidence,Illinois,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7356.247160564021,8763.88271629412,6144.094189889073
Incidence,Illinois,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7607.136671304443,9552.541293916569,5993.210500078225
Incidence,Hawaii,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7482.463381071217,8940.950527883542,6273.50070884013
Incidence,Hawaii,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7766.595251157365,9784.904642054742,6073.009331748028
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1993,7214.1972932618955,8529.820810729361,6028.99207067517
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1993,7470.457774095811,9244.687534652168,5885.74833740637
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7412.008443100368,8775.82568306357,6187.474010107442
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7674.464184979853,9534.747256703455,6041.595193951068
Incidence,Washington,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7772.722075926361,9176.068501869091,6460.094070676817
Incidence,Washington,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7485.361325366466,9558.205214415271,5747.322565885491
Incidence,Nebraska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7135.117385232834,8497.639524375518,5941.198737878225
Incidence,Nebraska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7336.581960894123,9113.647758321496,5750.101222293957
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7226.594485659986,8598.35146700161,5995.399527468536
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7728.343428961838,9568.108247528888,6087.312506147198
Incidence,West Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7217.834225455002,8544.678824670413,6030.435776919819
Incidence,West Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7445.259917876193,9158.797348762047,5796.492921203987
Incidence,Connecticut,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7526.209351673408,8899.954726753924,6278.498566918006
Incidence,Connecticut,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7782.907768370367,9859.339394895957,5994.895930095153
Incidence,Georgia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7635.952344423126,9096.927377844553,6341.182815257275
Incidence,Georgia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8384.792721793057,10498.638433403254,6654.511261506306
Incidence,Alabama,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7279.999858217505,8585.710816835484,6108.904888676161
Incidence,Alabama,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7507.619189148051,9176.565815856067,5947.255028226499
Incidence,Arkansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7058.470520244489,8316.814787803283,5915.205197124169
Incidence,Arkansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7313.358279530222,9169.080488549933,5785.635436264331
Incidence,Iowa,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7108.643952200612,8422.7243566912,5945.516222413695
Incidence,Iowa,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7224.634902115617,9005.678415676517,5679.811230818747
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7314.453158473788,8674.820543234948,6102.081220034513
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7516.403829886989,9359.713736659405,5867.361548974146
Incidence,California,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7548.0799277234555,8956.075089721719,6317.43376947966
Incidence,California,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8091.80347078275,10051.336649150702,6385.683812025554
Incidence,Montana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7121.448119131904,8452.861715438228,5944.135069434581
Incidence,Montana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7391.304614568091,9290.842959599748,5715.1897544704125
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7471.762936901421,8846.192911955606,6262.230281067818
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7637.230026079925,9578.042055154772,5968.708866080397
Incidence,Oregon,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7391.750168477209,8778.086547915165,6163.378794686022
Incidence,Oregon,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7654.393871899228,9617.165138597733,5976.218610135314
Incidence,Delaware,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7456.836738470164,8884.097862419256,6200.132407534341
Incidence,Delaware,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7762.269995460101,9612.956829150507,6065.776694971075
Incidence,Tennessee,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7427.003002524524,8788.025781059629,6218.526129302561
Incidence,Tennessee,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7697.28100888878,9550.29390013092,6029.290032044393
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7256.867477837389,8617.034028147125,6044.911494703098
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7714.907948682006,9546.215375043857,6089.489012763344
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,6947.531194219419,8230.598331205858,5781.68863554334
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7092.859745101612,8819.211172903086,5579.037785209393
Incidence,Pennsylvania,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7262.729136402077,8562.118411903259,6085.02367911283
Incidence,Pennsylvania,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8227.457578165513,10232.206902610556,6457.858229061271
Incidence,Colorado,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7758.681662205729,9247.033232357704,6468.207249882611
Incidence,Colorado,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8004.7437531786845,10134.898431728605,6251.01230911331
Incidence,Texas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7391.645304410005,8800.583436907433,6162.924075580248
Incidence,Texas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7675.53187292668,9589.640703278084,6010.620918939884
Incidence,Iowa,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7147.93028909224,8450.495848472918,5971.812273472117
Incidence,Iowa,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7227.231485662648,9018.67008887982,5683.587951551997
Incidence,Tennessee,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7461.627024973427,8807.933078859089,6226.945710764432
Incidence,Tennessee,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7691.1248473069545,9611.240340810298,6006.212836815446
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7651.583494799499,9123.658460597797,6397.455578468101
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7897.586903510358,9809.364020301762,6161.803534177109
Incidence,Kansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7198.628860104605,8500.73258796287,5981.6916158365075
Incidence,Kansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7353.222841869442,9205.328247329675,5818.475588618297
Incidence,Nebraska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7175.905276963833,8550.787420812094,5993.7319033961985
Incidence,Nebraska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7340.576686098993,9114.283937721068,5774.772667871631
Incidence,Arkansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7102.378306506942,8385.542109228527,5945.3576435335635
Incidence,Arkansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7314.775688003558,9156.19703309241,5762.68718535198
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7462.782567095877,8856.149192017088,6269.595843459858
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7654.763927225797,9619.978809921864,5991.568458749285
Incidence,New Jersey,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7522.081389614713,8929.991501372462,6246.678234991096
Incidence,New Jersey,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7443.737445871676,9345.525994397824,5815.556222863727
Incidence,Utah,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,6756.365874109421,7959.197004325123,5670.6642552610365
Incidence,Utah,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7096.852656202053,8762.124391201252,5653.712808938062
Incidence,Maryland,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7333.577130764903,8796.567735155908,6020.18012338513
Incidence,Maryland,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8006.5475843687245,10259.791453373684,6177.257496147804
Incidence,California,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7552.758325641855,8944.7548761848,6309.271523338268
Incidence,California,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,8017.886253373342,9982.183352340031,6319.333832957523
Incidence,Kentucky,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7376.677467784125,8818.03406561921,6177.063221252401
Incidence,Kentucky,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7652.1317694446825,9392.01996153822,6045.890151364138
Incidence,Kansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7230.562481982616,8548.266882207323,6021.574664475948
Incidence,Kansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7348.893153257871,9195.187010520385,5844.065961419699
Incidence,New Hampshire,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7607.1685493185205,9123.533741011819,6323.2357622771515
Incidence,New Hampshire,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7940.182919133465,10079.587198581772,6093.416156660871
Incidence,Texas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7422.601825356997,8823.577040246826,6212.384235560405
Incidence,Texas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7666.99675161154,9550.723000257438,6034.538489889936
Incidence,Massachusetts,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7592.654922824501,9072.566021429871,6321.286217857481
Incidence,Massachusetts,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7867.22220062604,9859.535057943642,6183.887759703788
Incidence,Alaska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7817.751827122145,9361.546520432545,6441.265506222628
Incidence,Alaska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,8316.531111368718,10394.80542762117,6520.090822631433
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7644.920308249775,9148.16970043958,6379.298294364076
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7925.031904670513,9880.968969389414,6170.770912111247
Incidence,Utah,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,6834.031681429547,7997.271681702191,5750.536366826673
Incidence,Utah,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7132.648121010883,8809.686001809054,5713.2998978272335
Incidence,Colorado,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7794.426196090611,9252.070248987853,6505.518073767836
Incidence,Colorado,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7991.4314305079015,10098.584345317087,6235.964097223824
Incidence,Connecticut,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7516.672934604818,8906.211460443115,6268.04654037453
Incidence,Connecticut,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7746.590322622886,9789.692464155232,5981.085227976359
Incidence,Kentucky,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7417.344631722409,8847.906312750598,6217.454597078974
Incidence,Kentucky,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7651.045274970421,9401.64813411238,6020.474606863704
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7436.150954969682,8815.136505507307,6223.382145527645
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7667.273351236131,9494.824973816261,6045.9374669991685
Incidence,District of Columbia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8061.675854149661,9561.663842013124,6771.641861073389
Incidence,District of Columbia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,9656.293433388666,11663.218836818185,7903.288489177324
Incidence,New Hampshire,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7604.616899361677,9117.145003967275,6312.027403107588
Incidence,New Hampshire,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7961.902003739236,10172.146688478502,6065.9687640854545
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,6993.76604616567,8291.116479406483,5820.813649758204
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7113.044733831711,8822.300033136973,5604.181295535609
Incidence,Arizona,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7226.688430137011,8601.1885801695,6056.233800121091
Incidence,Arizona,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7458.4694069767265,9235.818067432328,5908.816148191038
Incidence,New Mexico,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7105.814220445415,8518.530693320363,5892.217634886749
Incidence,New Mexico,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7449.092252132224,9100.15503927912,5895.207518110939
Incidence,Delaware,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7469.404720742344,8881.999935752976,6220.687482327905
Incidence,Delaware,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7743.358181836632,9568.809932167256,6040.82476522827
Incidence,Louisiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7882.79210378019,9250.459528737189,6645.050791901896
Incidence,Louisiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7773.106068529791,9622.478588829692,6173.661649268855
Incidence,New York,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7444.193251380193,8867.034033772188,6210.138245318845
Incidence,New York,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8087.616251190809,10072.462395697343,6427.45983036901
Incidence,Vermont,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7453.025234782015,8873.11309847701,6197.769591172425
Incidence,Vermont,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7781.2166316944795,9846.429696356774,6104.393004784427
Incidence,North Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7565.304769762281,8949.64076816329,6333.14810356482
Incidence,North Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7732.888393021853,9554.229546145747,6074.811573539276
Incidence,Vermont,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7439.519368657818,8872.453331794397,6177.886587580525
Incidence,Vermont,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7799.395169985376,9907.989848167486,6116.5597337744275
Incidence,Alabama,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7315.131613547181,8651.088648707086,6145.5585427485
Incidence,Alabama,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7498.642097213701,9189.52417066247,5913.723127680398
Incidence,Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7722.8954608620425,9206.644859457392,6444.112586056991
Incidence,Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7990.076026661788,9864.507603887112,6250.285446867932
Incidence,Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7710.043741868629,9198.90459814232,6425.579443086906
Incidence,Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,8016.518252638678,9910.47649506945,6288.691107352091
Incidence,Washington,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7791.490641973013,9192.268420319111,6487.1437206594355
Incidence,Washington,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7473.644797516019,9510.195390227378,5699.801905312584
Incidence,New York,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7431.580448409236,8833.869955188577,6187.838037534817
Incidence,New York,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,8086.221565505594,9920.115771710409,6420.0584479261925
Incidence,North Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7593.19628486453,8987.956249112982,6362.802624455271
Incidence,North Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7721.782725630016,9544.404631076915,6089.773435977938
Incidence,Mississippi,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7083.23186169117,8304.261819976202,5963.569116242495
Incidence,Mississippi,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7353.469127308654,9174.340328500173,5839.480641966173
Incidence,Utah,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,6895.776091923359,8048.2417117201385,5803.257420343073
Incidence,Utah,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7138.26533578642,8814.257597490508,5737.6962090159
Incidence,Massachusetts,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7583.009390652049,8999.196344083417,6319.8313996599
Incidence,Massachusetts,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7776.993559287973,9665.327707639914,6111.340532518659
Incidence,Maine,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7439.064902967309,8832.497689425769,6196.081343043709
Incidence,Maine,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7694.50921867105,9684.097873062365,5976.467543142923
Incidence,District of Columbia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,8082.816384281331,9568.087318796182,6775.171845428668
Incidence,District of Columbia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,9464.911831057012,11420.471069546844,7762.346622412813
Incidence,New Mexico,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7134.822072882206,8525.77741598112,5938.420659748607
Incidence,New Mexico,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7398.769341132445,9116.833335232839,5862.401963098632
Incidence,Ohio,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7323.882471404034,8674.397119312562,6129.25238932617
Incidence,Ohio,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7514.171415578974,9320.512003711972,5937.14018468776
Incidence,Maine,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7418.720811202724,8822.050356672271,6180.251626235398
Incidence,Maine,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1995,7704.466527399348,9713.207053564593,5976.7959295315095
Incidence,New York,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7447.057362222714,8870.753258904273,6205.363192902643
Incidence,New York,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,8094.663959363067,9992.83496613884,6451.176309945553
Incidence,New Mexico,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7128.347601052501,8528.894086102218,5918.866712966171
Incidence,New Mexico,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7442.211550134857,9145.606451251513,5898.124515031234
Incidence,District of Columbia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,8078.705085193491,9559.830081008833,6761.487522328838
Incidence,District of Columbia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,9031.835060209984,10860.486946370853,7388.317071383873
Incidence,Oregon,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7425.498107557422,8797.173092917152,6205.154128847289
Incidence,Oregon,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7644.770675315503,9576.031085497263,5996.986752461701
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1998,7361.889948097755,8694.767083488674,6153.753384362697
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1998,7395.530508298432,9077.634545347115,5863.641815968225
Incidence,Illinois,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7387.158377472204,8781.619934656426,6191.305875746013
Incidence,Illinois,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7606.7617694769915,9516.354116439501,5978.52155364545
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7352.409744215964,8706.571383490655,6140.415188561998
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7516.343650723706,9324.509376088046,5897.603329051737
Incidence,Oklahoma,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7214.238920149787,8513.457618058934,6040.297000286905
Incidence,Oklahoma,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1996,7342.983997597396,9013.948226239945,5810.242366866016
Incidence,Maine,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7427.979795277426,8804.493259181087,6191.476207221442
Incidence,Maine,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7626.425179800692,9571.937241458438,5944.8640378984655
Incidence,North Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,1997,7593.967881983401,8990.903418757394,6367.093860302728
